a,b,c,d,e,f,g,h,i,j,k,l,m
0,29.6931506849315,1,2,8,2,99,0,958,1095,1890,2,1
0,61.1041095890411,2,2,8,2,99,0,917,1730,858,2,0
0,40.2493150684932,2,2,81,2,99,1.07123287671233,940,1413,1000,2,0
0,25.0876712328767,1,2,81,2,99,0,752,1098,1000,2,0
0,25.7287671232877,1,1,8,2,99,6.32054794520548,872,0,1498,2,1
0,23.4054794520548,2,1,81,2,99,7.32054794520548,556,0,1100,2,1
0,24.6246575342466,1,1,81,1,23,4.32054794520548,897,1601,2290,2,0
0,23.3232876712329,1,2,8,2,99,0,553,0,0,3,0
0,27.8493150684932,1,1,8,2,5,0,858,1733,2415,2,1
0,69.3643835616438,1,2,9,9,99,0,860,1587,1075,2,0
0,20.7397260273973,1,1,0,8,0,0,1,1064,500,2,0
0,30.2630136986301,1,1,8,2,99,0,796,1626,1035,3,1
0,47.8904109589041,1,2,8,2,99,10.3232876712329,958,0,3000,3,0
0,22.7041095890411,1,1,81,2,99,4.23561643835616,535,1330,1100,1,1
0,25.3287671232877,2,1,8,2,99,0,869,1203,1500,2,0
0,41.8931506849315,2,2,8,2,99,11.3232876712329,955,0,1691,2,1
0,23.2712328767123,1,1,0,2,99,0,485,0,950,2,0
0,88.213698630137,1,2,8,9,99,0,992,1724,2296,2,1
0,34.0767123287671,2,2,8,1,23,11.3232876712329,1020,0,2902,2,1
0,60.2630136986301,1,2,6,1,20,11.827397260274,1059,0,9082,2,1
0,35.5232876712329,1,2,8,2,99,0,952,1733,8000,3,1
0,55.8931506849315,2,2,81,6,0,0,811,0,500,1,0
0,35.0876712328767,1,2,81,2,99,5.07397260273973,764,575,1200,2,0
0,44.0931506849315,1,2,8,2,99,6.32054794520548,826,0,2500,1,0
0,38.0794520547945,1,2,81,2,99,11.1616438356164,758,0,1500,1,1
0,35.4712328767123,1,1,8,4,99,11.3232876712329,2,1648,0,2,1
0,36.4465753424658,2,2,0,2,99,17.413698630137,893,0,1000,2,0
0,69.2794520547945,1,2,8,2,99,0,902,1900,0,2,0
0,34.0958904109589,2,2,8,2,99,9.32328767123288,967,0,4000,3,0
0,28.7315068493151,2,2,0,2,99,1.31780821917808,764,1700,1200,2,0
0,46.3369863013699,1,2,8,2,99,31.3369863013699,826,0,1242,1,1
0,38.6219178082192,2,1,8,2,21,0,873,0,3500,2,0
0,46.9397260273973,1,2,8,2,99,26.3342465753425,940,0,0,3,0
0,26.3232876712329,2,1,8,99,99,2.31780821917808,934,1641,1000,1,1
0,42.0328767123288,1,2,0,2,99,0,770,0,2000,2,0
0,30.027397260274,1,2,8,2,99,14.3260273972603,728,0,1200,2,1
0,25.3342465753425,1,1,8,1,99,1.07123287671233,858,1521,1158,1,1
0,42.4493150684931,2,2,0,2,99,0,779,0,1000,1,1
0,33.7808219178082,1,1,0,2,99,0,784,1656,2146,2,0
0,35.7808219178082,1,2,9,1,5,11.3232876712329,1079,0,6355,2,1
0,30.3315068493151,1,2,81,99,99,6.15890410958904,872,0,3000,1,1
0,22.558904109589,2,1,0,2,99,0,494,0,949,1,1
0,27.6219178082192,1,1,0,99,99,2.07123287671233,731,1187,0,2,1
0,32.1561643835616,2,2,8,1,21,7.73972602739726,974,0,2812,2,1
0,46.8246575342466,1,2,7,2,99,0,902,1454,87291.67,2,0
0,37.6465753424658,1,2,8,2,99,0,826,1306,3000,2,0
0,54.5041095890411,1,2,9,1,99,25.2493150684931,1053,0,6668,3,1
0,19.7150684931507,2,1,0,8,0,0,1,0,500,2,0
0,54.7479452054795,1,1,0,2,99,0,758,1359,1500,3,0
0,41.3424657534247,1,2,0,2,99,0,758,0,806,1,1
0,19.2383561643836,2,1,0,2,99,2.23287671232877,479,0,1500,1,1
0,41.1945205479452,2,1,8,6,0,4.23561643835616,875,1433,968,3,1
0,42.8931506849315,2,1,8,2,99,0,885,1805,1370,2,0
0,24.1917808219178,1,1,8,2,99,3.23287671232877,814,1367,1250,2,0
0,23.0301369863014,1,1,0,2,99,4.15616438356164,479,0,3000,1,1
0,26.6438356164384,1,2,0,99,99,3.31780821917808,728,0,935,2,1
0,48.4054794520548,2,2,8,2,99,0,801,0,1000,3,0
0,76.3698630136986,1,2,0,9,99,0,792,1363,1050,1,0
0,41.3424657534247,1,2,8,99,99,0,878,0,2000,3,0
0,38.9643835616438,2,2,0,2,99,0,779,1880,1000,2,0
0,55.0246575342466,2,1,8,2,99,16.2438356164384,857,0,1400,1,0
0,32.6931506849315,2,2,8,2,99,2.31780821917808,764,1900,1200,2,0
0,66.1616438356164,1,2,81,9,99,0,892,1900,0,1,0
0,39.1013698630137,1,1,0,2,99,0,740,0,1200,1,0
0,30.4219178082192,2,2,81,1,23,13.3260273972603,970,0,2082,1,0
0,36.5835616438356,1,1,8,2,99,0,866,1632,1400,2,0
0,44.5342465753425,1,1,8,1,99,9.32328767123288,1005,0,1538,1,1
0,56.6876712328767,1,1,8,2,99,0,758,1233,1300,1,1
0,43.2575342465753,1,2,8,2,99,0,826,1133,1000,1,0
0,35.0821917808219,2,1,8,1,23,11.3232876712329,1038,0,0,2,1
0,61.1041095890411,1,2,8,9,7,0,898,1488,1900,2,1
0,35.2986301369863,1,1,81,2,99,0,878,1760,3500,2,0
0,28.3260273972603,2,2,0,2,99,0,773,1760,1000,1,0
0,47.3479452054795,1,2,8,2,99,8.15890410958904,890,0,1108,2,1
0,47.627397260274,1,2,8,2,99,0,828,1433,3000,2,0
0,26.1479452054795,1,1,8,1,5,3.31780821917808,941,0,6784,2,1
0,44.3479452054795,2,2,81,2,99,0,785,1900,950,2,0
0,21.0383561643836,1,1,8,2,99,3.31780821917808,485,991,1350,2,0
0,51.241095890411,1,2,0,9,99,0,786,1449,1000,2,0
0,55.1945205479452,2,2,8,9,99,0,869,1566,1300,2,0
0,29.9178082191781,1,2,8,2,99,7.32054794520548,940,0,2000,2,0
0,20.3315068493151,1,1,8,2,99,4.32054794520548,485,0,3600,2,1
0,21.6986301369863,2,1,8,2,99,0,500,1031,1199,2,1
0,53.2876712328767,1,1,8,2,99,0,820,1715,1400,1,0
0,30.7561643835616,1,2,81,2,99,2.07123287671233,807,1656,1200,2,1
0,29.186301369863,1,1,0,1,99,0,903,1566,2100,2,1
0,64.8657534246575,1,2,0,2,99,1.31780821917808,767,1900,2000,2,0
0,44.6712328767123,2,1,8,2,99,0,881,1632,1862,3,0
0,40.5698630136986,1,2,8,2,99,0,876,1461,2000,1,0
0,20.6657534246575,1,1,0,2,99,3.31780821917808,541,0,2500,2,1
0,37.7616438356164,1,1,8,1,99,7.15890410958904,1005,0,3000,2,0
0,25.7041095890411,1,2,8,2,99,0,790,969,0,1,1
0,39.0356164383562,1,1,8,2,99,0,860,1163,950,3,0
0,22.641095890411,1,1,81,8,99,0,1,0,500,2,0
0,27.0739726027397,2,2,0,2,99,0,837,1656,949,2,1
0,28.5671232876712,1,1,81,2,99,3.07123287671233,798,1656,1500,1,1
0,26.213698630137,2,1,0,2,99,0,893,0,950,2,0
0,38.4301369863014,1,2,8,2,99,0,878,1770,2000,2,0
0,57.3506849315068,1,2,2,11,27,0,896,1359,0,1,0
0,44.7561643835616,1,2,2,11,28,5.32054794520548,890,1418,0,2,0
0,27.3123287671233,2,1,0,1,99,0,882,0,2600,2,0
0,38.586301369863,2,2,8,2,99,16.3287671232877,853,0,905,2,1
0,20.1068493150685,1,1,0,2,99,1.48493150684931,526,0,949,2,0
0,58.6,2,2,8,6,0,0,863,1760,0,3,0
0,53.4328767123288,1,2,0,2,99,0,782,1624,1000,2,0
0,25.4082191780822,1,2,81,2,99,0,690,1381,1000,1,0
0,31.3369863013699,1,2,81,2,99,2.23287671232877,919,1900,1500,1,1
0,20.2027397260274,1,1,8,2,99,0,479,1641,892,1,1
0,24.3287671232877,1,1,0,99,99,2.07123287671233,663,0,1200,2,1
0,52.4465753424658,1,2,8,1,99,27.3342465753425,1041,0,0,2,1
0,39.7041095890411,1,2,9,1,5,11.3232876712329,1021,0,33000,2,1
0,34.0904109589041,1,2,8,2,99,0,758,1664,1500,1,1
0,26.3671232876712,1,1,81,2,99,0,876,1081,1000,1,0
0,32.5506849315069,1,1,81,2,99,0,820,1745,1500,2,0
0,34.8794520547945,2,2,0,6,0,0,731,0,500,3,0
0,20.1753424657534,1,1,8,2,28,0,485,0,950,2,1
0,32.572602739726,1,2,8,2,99,0,882,1460,1200,2,1
0,46.1835616438356,1,2,81,11,27,2.73698630136986,931,1532,5000,2,0
0,40.8794520547945,1,2,8,2,99,19.0821917808219,816,0,1500,1,1
0,36.7452054794521,1,2,8,2,99,9.32328767123288,728,0,1988,2,1
0,54.3013698630137,1,2,8,9,99,0,918,1900,1450,2,0
0,54.5397260273973,2,2,0,9,99,0,863,1895,1200,3,0
0,38.3506849315068,1,1,0,2,99,0,740,0,0,3,0
0,23.1753424657534,1,1,8,8,0,0,1,1506,500,2,0
0,23.0931506849315,1,1,8,2,28,5.07397260273973,679,1050,1685,2,1
0,35.386301369863,1,2,8,11,99,12.3260273972603,884,0,2000,2,0
0,65.827397260274,2,2,81,9,99,0,871,0,1300,2,0
0,19.6027397260274,1,1,81,2,99,0,479,1300,1250,1,0
0,24.6821917808219,1,1,8,2,99,6.32054794520548,730,0,2000,1,0
0,22.9013698630137,2,1,81,2,99,1.31780821917808,485,0,1000,2,1
0,28.9232876712329,1,2,8,2,99,2.15616438356164,811,1626,1115,2,1
0,31.0602739726027,1,2,8,2,28,3.15616438356164,816,1374,1028,3,1
0,40.0931506849315,1,2,0,2,99,15.8301369863014,814,0,1210,3,0
0,25.8191780821918,1,2,0,99,99,8.07397260273973,690,0,3000,1,1
0,56.3561643835616,2,2,0,6,0,0,805,1745,500,1,0
0,42.9890410958904,1,2,8,2,99,15.9972602739726,828,0,961,2,1
0,45.5013698630137,2,1,81,6,0,1.23287671232877,880,0,500,3,0
0,39.2027397260274,2,2,81,2,99,1.31780821917808,878,0,2400,2,1
0,19.0684931506849,1,1,0,2,99,0,535,0,1000,1,1
0,22.3780821917808,1,1,8,2,99,3.23287671232877,661,0,2500,2,0
0,24.2684931506849,1,1,0,11,4,0,614,0,0,1,0
0,52.0164383561644,1,2,8,9,99,0,912,1418,0,3,1
0,48.241095890411,1,2,8,2,99,30.3369863013699,890,0,1477,2,1
0,23.4465753424658,1,2,0,2,99,0,503,1685,967,2,0
0,31.1095890410959,1,2,8,2,99,2.65205479452055,833,1558,1500,2,0
0,46.2958904109589,1,2,8,2,99,0,820,1672,1200,3,0
0,26.4493150684931,1,2,0,99,99,4.32054794520548,758,1438,1500,1,1
0,20.1260273972603,2,1,8,8,0,0,1,1352,500,3,0
0,57.1095890410959,1,2,8,9,99,30.3369863013699,974,0,927,2,1
0,36.7041095890411,1,2,3,11,27,20.2465753424658,940,0,20000,2,0
0,33.3534246575342,2,2,8,1,23,0,918,1538,2761,1,1
0,49.8493150684931,2,1,9,1,5,0,1082,1751,6000,2,0
0,48.1479452054795,2,1,0,9,99,0,741,1317,0,3,0
0,22.9369863013699,2,2,81,2,99,0,544,0,510,2,1
0,32.4547945205479,1,2,8,2,99,6.32054794520548,786,0,2000,2,0
0,35.958904109589,1,2,8,2,99,20.3315068493151,814,0,2275,1,1
0,27.1835616438356,2,2,3,11,27,0,937,1809,0,2,0
0,27.2767123287671,1,1,8,8,99,0,1,1641,500,3,0
0,48.1260273972603,2,2,8,9,99,11.3232876712329,957,0,3242,2,0
0,20.1945205479452,2,1,0,6,0,0,508,0,500,3,0
0,47.4082191780822,1,2,8,2,99,5.32054794520548,946,1900,0,2,0
0,25.3342465753425,2,2,81,2,99,0,767,1312,1550,2,0
0,20.0054794520548,1,1,0,2,99,0,599,1076,950,2,0
0,45.1479452054795,1,2,0,2,99,16.3287671232877,770,0,1200,2,0
0,43.9917808219178,1,2,9,2,5,14.3260273972603,1002,0,16000,2,0
0,32.5698630136986,1,2,8,2,99,7.32054794520548,758,0,1053,1,1
0,36.7616438356164,1,2,8,2,23,5.15890410958904,758,1532,1349,1,1
0,37.6767123287671,1,2,8,2,99,14.9972602739726,884,0,977,2,0
0,35.9178082191781,1,2,8,2,99,10.3232876712329,934,0,12000,3,0
0,23.3315068493151,1,1,81,2,99,0,597,1193,950,3,0
0,29.6493150684932,1,2,81,2,99,0,826,1880,1800,2,0
0,65.3616438356164,1,1,0,2,99,3.15616438356164,758,1121,960,1,1
0,44.4383561643836,1,2,3,11,27,0,884,1706,30000,2,0
0,27.8438356164384,1,2,8,2,99,6.90684931506849,952,0,2000,1,0
0,35.213698630137,1,2,8,2,99,0,764,1254,1500,2,1
0,52.027397260274,1,2,6,11,27,0,976,1809,5556,2,1
0,57.2082191780822,2,2,8,9,21,39.3424657534247,1081,0,2700,1,0
0,52.3534246575342,1,2,8,9,99,0,850,1809,956,3,1
0,35.0246575342466,1,2,8,2,99,0,872,1730,2500,1,0
0,31.3616438356164,1,1,81,1,14,3.31780821917808,999,1477,983,3,1
0,49.5561643835616,2,2,8,11,99,8.23835616438356,899,0,0,1,0
0,20.958904109589,2,1,0,2,99,3.31780821917808,556,0,1200,2,0
0,35.3397260273973,1,2,8,2,99,11.3232876712329,764,0,3144,2,0
0,65.972602739726,1,2,9,2,5,40.1808219178082,1014,0,10000,2,0
0,39.0931506849315,2,2,8,6,0,0,789,0,500,3,0
0,29.0767123287671,2,2,0,2,99,0,835,0,983,2,0
0,62.1698630136986,1,2,8,9,99,0,974,1545,10000,2,0
0,33.0109589041096,1,1,81,2,99,2.07123287671233,811,1579,1200,2,1
0,27.158904109589,2,1,8,1,23,5.07397260273973,912,1900,3000,3,0
0,42.627397260274,1,2,81,11,99,12.3260273972603,878,0,3300,1,0
0,53.1917808219178,1,2,17,11,99,0,970,0,2000000,1,0
0,49.1890410958904,2,2,8,1,99,0,982,1552,2700,2,0
0,21.2657534246575,1,1,0,99,99,3.23287671232877,479,0,1500,1,1
0,56.5917808219178,2,2,8,6,0,0,869,1865,0,1,0
0,29.3369863013699,1,2,8,2,99,0,814,1290,1000,1,0
0,25.6082191780822,1,1,8,2,99,6.99178082191781,792,0,1525,2,0
0,40.0575342465753,2,2,0,2,99,0,773,0,1500,1,1
0,26.3342465753425,1,2,8,2,99,3.23287671232877,786,0,1300,2,1
0,27.3260273972603,2,1,8,2,99,0,875,1616,950,2,0
0,43.4794520547945,2,1,8,2,99,0,875,1594,2000,3,0
0,25.4191780821918,1,1,0,2,99,0,672,1835,892,1,1
0,46.7753424657534,1,2,8,2,28,0,946,1685,3000,2,0
0,61.9287671232877,1,2,8,9,99,0,1034,1247,0,2,0
0,23.5397260273973,1,1,0,8,0,0,1,0,500,1,0
0,40.8246575342466,1,2,8,2,99,15.3260273972603,758,0,3000,3,1
0,70.0082191780822,1,2,81,9,99,0,930,1745,1700,2,0
0,29.3369863013699,1,1,81,2,99,0,746,0,1038,2,1
0,20.1150684931507,1,1,8,2,99,0,535,0,705,1,1
0,29.9534246575342,1,2,8,2,99,0,820,1103,947,3,1
0,32.1808219178082,2,2,8,2,99,0,949,1263,2000,1,0
0,27.7123287671233,1,1,8,5,99,0,858,1372,1430,3,1
0,40.1808219178082,2,1,8,2,99,2.23287671232877,872,1670,895,1,1
0,32.1424657534247,1,2,8,2,99,3.31780821917808,958,1331,8263,2,1
0,56.586301369863,1,2,8,9,99,0,818,1656,1250,2,0
0,48.6328767123288,1,2,8,1,99,0,1029,1513,3124,2,1
0,37.1424657534247,2,2,8,2,99,0,837,1760,960,2,0
0,35.2109589041096,2,2,0,2,99,0,829,1880,1015,1,1
0,43.7643835616438,1,2,9,9,99,28.3369863013699,842,0,2144,2,0
0,40.813698630137,1,2,2,11,9,0,958,1335,0,2,0
0,29.0520547945205,1,1,8,99,99,5.32054794520548,802,0,949,1,0
0,24.7643835616438,2,1,0,2,99,1.07123287671233,810,0,1200,2,0
0,44.9342465753425,1,2,0,1,99,19.8328767123288,927,0,2500,2,0
0,27.7178082191781,1,1,8,2,99,2.73698630136986,731,1538,1080,2,1
0,26.8575342465753,1,1,8,4,3,0,2,1343,15224,3,1
0,33.3397260273973,1,2,0,2,99,0,758,0,2000,3,0
0,75.2054794520548,1,2,8,9,99,0,918,1850,0,2,0
0,29.7506849315069,1,1,8,2,99,0,858,1343,1010,1,1
0,36.1835616438356,1,2,0,2,99,0,820,0,1100,2,0
0,33.4575342465753,2,2,81,99,99,0,893,1319,1000,2,0
0,37.9698630136986,2,2,81,1,21,0,1076,900,4000,2,0
0,30.7424657534247,1,1,8,2,99,0,864,1809,2300,2,0
0,24.3342465753425,1,1,16,2,99,0,848,0,1576,1,1
0,46.2027397260274,1,2,8,2,99,11.3232876712329,826,0,3813,2,1
0,47.9616438356164,2,2,8,2,99,13.0794520547945,955,0,1600,1,0
0,42.1178082191781,1,2,8,2,99,0,826,1680,3173,2,1
0,45.8438356164384,1,1,0,2,99,0,802,1587,1000,1,1
0,38.4438356164384,2,1,81,99,14,0,893,1169,0,2,0
0,44.2383561643836,1,2,81,2,99,0,890,1865,949,2,0
0,74.2493150684931,1,2,8,9,99,0,792,1443,950,1,0
0,29.358904109589,1,2,9,2,99,0,900,1302,10000,2,0
0,34.2547945205479,1,2,81,11,27,2.31780821917808,827,0,900,2,0
0,39.5506849315069,1,2,8,11,27,24.0849315068493,934,0,0,1,0
0,26.4794520547945,2,1,8,1,21,0,1008,1232,718,1,1
0,25.8986301369863,2,1,0,2,99,0,749,1820,1000,2,0
0,45.8986301369863,2,2,8,2,99,0,779,1192,1063,1,1
0,33.2383561643836,1,1,0,2,99,6.23561643835616,872,0,1350,1,0
0,37.9013698630137,2,1,8,99,0,0,793,1656,0,2,0
0,47.3452054794521,1,2,0,99,99,2.07123287671233,755,1596,1200,2,1
0,19.6684931506849,1,1,8,99,99,3.31780821917808,535,0,950,3,1
0,40.5917808219178,2,2,8,2,99,1.31780821917808,728,1900,1415,2,0
0,22.3945205479452,1,1,0,2,99,0,541,0,1500,2,0
0,51.3506849315068,1,2,8,9,99,0,838,1465,2397,3,1
0,24.3095890410959,1,1,8,1,21,1.65205479452055,978,1609,2781,2,0
0,29.6712328767123,1,1,8,2,12,0,872,1790,0,3,0
0,29.3315068493151,2,1,8,8,0,0,1,0,500,3,0
0,49.4904109589041,1,2,2,11,27,8.32328767123288,890,0,8333.33,2,0
0,24.8821917808219,1,1,81,2,99,0,790,1656,1000,1,1
0,42.8794520547945,1,2,8,2,99,0,884,1809,1000,3,0
0,22.5342465753425,1,1,8,8,99,0,1,0,1000,3,0
0,50.3397260273973,1,2,81,2,99,0,764,0,1700,1,0
0,24.7534246575342,1,2,8,2,99,0,716,1234,950,3,0
0,22.7671232876712,2,1,8,8,0,0,1,1363,500,3,0
0,29.9698630136986,2,2,8,2,99,0,835,1192,940,2,0
0,23.7890410958904,2,1,8,2,99,1.07123287671233,541,0,1200,2,0
0,43.3452054794521,1,2,0,99,99,8.15890410958904,764,0,3000,1,1
0,31.9698630136986,1,1,0,2,99,0,802,1057,1500,2,0
0,30.5178082191781,1,2,0,2,99,0,820,1240,1500,2,0
0,44.1753424657534,2,2,81,2,99,0,837,0,955,1,1
0,22.8082191780822,1,1,81,2,99,0,479,0,0,1,0
0,29.1698630136986,2,1,8,2,99,0,891,1670,1048,3,1
0,33.9506849315068,1,1,8,1,17,0,961,1664,0,3,0
0,28.7561643835616,1,1,81,2,99,0,808,1454,1500,2,0
0,37.4054794520548,1,2,8,2,99,0,940,1640,2127,2,1
0,72.0931506849315,1,2,0,9,27,0,856,1609,0,2,1
0,53.1369863013699,1,2,8,9,99,0,792,0,2300,1,0
0,24.5369863013699,1,1,8,2,99,5.07397260273973,734,0,1740,2,1
0,34.4191780821918,1,2,81,2,99,12.3260273972603,826,0,950,2,0
0,61.586301369863,1,2,8,9,99,0,1010,1809,1615,3,1
0,65.4657534246575,1,2,9,2,5,0,1014,1648,100000,2,0
0,37.1698630136986,2,1,8,2,99,8.99452054794521,817,0,0,1,0
0,29.5452054794521,1,2,2,11,99,0,814,1482,40000,3,0
0,44.9397260273973,1,2,8,1,7,0,1067,1399,6000,2,0
0,25.3205479452055,2,2,8,2,99,0,779,0,867,1,1
0,32.9424657534247,2,2,8,1,5,8.07397260273973,1094,0,2699,2,1
0,35.758904109589,2,2,8,1,99,7.15890410958904,998,0,1993,2,1
0,28.8986301369863,1,1,8,2,99,2.07123287671233,731,0,1200,2,1
0,29.1616438356164,2,2,8,2,99,0,835,0,1000,2,0
0,21.7315068493151,1,1,0,2,99,1.07123287671233,464,0,930,3,0
0,43.2602739726027,2,2,8,11,99,21.3315068493151,979,0,10000,2,0
0,33.9506849315068,1,1,8,1,17,0,961,1664,0,3,0
0,48.9698630136986,1,2,6,2,99,10.6575342465753,828,0,10000,2,0
0,21.6301369863014,2,1,0,8,0,0,1,0,500,2,0
0,47.213698630137,2,1,0,9,99,0,783,1641,700,2,0
0,30.3369863013699,1,2,8,2,99,0,952,1664,2205,1,1
0,45.3479452054795,1,2,8,2,99,7.32054794520548,832,0,2000,2,0
0,27.5424657534247,1,2,8,2,99,0,822,1545,949,2,1
0,42.8465753424658,1,1,8,1,99,0,1023,1519,0,1,0
0,56.5972602739726,1,2,8,1,21,0,971,1805,3304,3,1
0,28.2328767123288,1,2,8,2,99,0,758,0,2200,1,0
0,36.6547945205479,2,2,8,1,21,0,1094,1900,2730,2,1
0,25.7917808219178,2,1,0,1,99,1.07123287671233,835,0,3000,2,0
0,36.1780821917808,2,1,0,2,99,3.07123287671233,817,0,1200,2,0
0,40.9178082191781,1,2,81,11,27,0,958,1715,2500,2,0
0,34.027397260274,2,2,8,2,21,0,1005,1895,3000,1,1
0,22.6767123287671,1,1,0,8,0,0,1,0,500,1,0
0,31.3369863013699,1,2,81,2,99,0,838,1519,0,2,0
0,41.0575342465753,1,2,0,99,99,2.07123287671233,749,1809,1200,2,1
0,51.8986301369863,1,2,81,2,99,8.32328767123288,878,0,1500,3,0
0,64.6849315068493,1,2,81,9,99,0,968,883,955,1,1
0,63.8630136986301,2,2,8,5,23,0,991,1538,0,2,1
0,26.4547945205479,1,1,8,2,99,2.31780821917808,919,1163,950,1,0
0,44.4383561643836,1,2,0,9,99,0,842,1351,1200,2,0
0,28.3342465753425,2,2,2,11,27,1.31780821917808,814,0,0,3,0
0,34.1534246575342,2,2,8,2,99,0,893,1715,1610,3,0
0,44.9041095890411,1,2,8,11,99,13.3260273972603,946,0,0,2,0
0,37.4191780821918,1,2,0,2,99,0,758,0,3000,1,1
0,28.6246575342466,1,2,8,2,99,0,940,1789,981,2,1
0,36.9890410958904,1,2,0,2,99,2.23287671232877,743,1751,1500,1,1
0,48.2821917808219,1,2,8,2,99,30.4219178082192,906,0,0,2,1
0,26.3095890410959,1,1,8,5,99,0.989041095890411,878,1775,1000,2,0
0,43.2301369863014,1,2,0,2,99,13.3260273972603,764,0,996,1,1
0,29.9671232876712,2,1,8,2,99,0,869,1017,1550,3,0
0,28.3369863013699,1,1,81,11,27,3.31780821917808,814,1163,0,1,0
0,22.7013698630137,2,1,0,2,28,1.07123287671233,541,1700,1000,2,1
0,31.0027397260274,2,1,8,2,99,0,949,1545,7496,3,1
0,46.3479452054795,1,2,0,99,99,19.1671232876712,764,0,1500,1,1
0,67.3616438356164,1,2,8,9,99,0,974,1552,0,2,0
0,41.5972602739726,2,2,0,11,27,0,773,0,0,1,0
0,35.1917808219178,2,2,8,6,99,0,851,0,500,2,0
0,42.3452054794521,1,2,8,2,99,20.3315068493151,884,0,7000,3,0
0,55.3479452054795,2,1,81,9,99,0,909,1343,830,3,0
0,25.5123287671233,2,2,81,6,0,0,743,0,1000,2,0
0,79.2356164383562,2,1,0,9,99,0,853,0,1800,2,1
0,43.3452054794521,1,2,81,2,99,0,940,1790,1500,1,1
0,23.9178082191781,1,1,81,2,99,6.32054794520548,485,0,1000,2,1
0,40.013698630137,1,2,0,99,99,2.31780821917808,749,1733,1200,2,1
0,19.4328767123288,1,1,8,2,99,3.4027397260274,485,1476,0,2,0
0,41.9972602739726,1,2,81,11,27,1.98904109589041,771,0,1000,2,0
0,35.2739726027397,1,2,8,2,99,16.2438356164384,786,0,2463,2,0
0,46.4904109589041,1,2,8,9,99,1.31780821917808,889,0,3000,2,0
0,25.2356164383562,2,1,8,2,99,4.15616438356164,829,1053,1304,2,1
0,27.5424657534247,1,2,8,2,99,0,822,1545,949,2,1
0,19.5123287671233,1,1,0,2,99,0,535,0,1500,1,0
0,33.641095890411,1,1,8,4,99,5.32054794520548,2,1611,0,1,1
0,20.5178082191781,1,1,0,2,99,1.56986301369863,526,0,1000,2,0
0,27.2109589041096,2,2,8,1,23,0,1020,1601,0,2,1
0,31.7671232876712,2,1,8,2,3,0,897,1407,0,2,0
0,27.6164383561644,1,2,81,1,7,2.23287671232877,1028,1760,4000,2,0
0,39.3013698630137,2,2,0,2,99,0,779,1310,2592,2,0
0,40.3123287671233,2,2,8,2,99,16.2438356164384,857,0,1500,1,0
0,38.6821917808219,1,2,8,2,99,0,822,1648,1154,2,1
0,35.8849315068493,2,1,9,2,99,0,799,0,21364,2,1
0,30.4246575342466,2,1,8,2,99,0,819,0,1000,2,0
0,43.0383561643836,1,2,8,2,99,14.4109589041096,832,0,877,2,1
0,30.8986301369863,1,1,8,1,99,6.32054794520548,999,0,2500,1,0
0,38.5178082191781,1,2,8,1,99,0,1041,1413,0,2,0
0,31.558904109589,2,2,9,1,21,10.827397260274,1094,0,2973,2,0
0,27.3671232876712,1,2,81,2,99,0.989041095890411,876,636,1000,1,0
0,33.3534246575342,1,2,0,2,99,0,820,1538,2250,2,1
0,50.6520547945205,2,2,0,9,99,0,875,1730,1060,2,1
0,43.213698630137,1,2,8,2,99,14.1643835616438,826,0,3000,2,0
0,36.9178082191781,2,2,81,2,99,1.31780821917808,764,1775,1000,2,1
0,42.1342465753425,2,2,8,6,0,0,855,1348,0,3,0
0,29.2109589041096,1,1,8,2,99,8.32328767123288,854,0,2500,3,0
0,27.6465753424658,2,2,8,2,99,0,919,746,0,2,1
0,53.0191780821918,2,2,8,99,23,0,991,1809,0,2,0
0,59.5890410958904,2,1,8,1,99,40.2602739726027,998,0,3838,2,0
0,57.2054794520548,1,2,8,9,99,0,896,1494,2500,1,0
0,22.5671232876712,1,1,0,8,0,0,1,0,500,3,0
0,35.2547945205479,1,2,81,2,99,3.98904109589041,878,1538,1300,1,1
0,36.8958904109589,1,2,6,1,20,0,1041,1656,0,2,1
0,21.827397260274,1,1,8,2,99,1.31780821917808,544,0,5000,2,0
0,22.8301369863014,1,1,8,2,99,2.07123287671233,606,1715,1200,2,1
0,46.4328767123288,2,1,8,1,99,25.0054794520548,1044,0,3000,2,0
0,36.2986301369863,1,1,81,11,27,1.15616438356164,731,1656,0,2,0
0,44.1835616438356,1,2,8,2,99,0,896,1063,1500,1,0
0,25.6520547945205,2,1,8,2,99,0,887,1223,2800,2,0
0,36.1780821917808,2,2,0,11,4,5.32054794520548,721,1656,0,2,0
0,26.8931506849315,1,1,8,2,99,4.48767123287671,802,0,920,2,1
0,36.4739726027397,1,1,81,2,99,5.07397260273973,846,1235,2500,2,0
0,82.558904109589,1,1,9,9,99,0,894,0,11201,2,1
0,36.841095890411,1,2,81,2,99,0,816,1271,1300,1,1
0,25.5671232876712,1,1,0,2,99,2.15616438356164,737,993,1231,2,0
0,40.8109589041096,1,2,8,2,99,0,822,1238,1049,2,0
0,45.372602739726,1,1,81,2,99,0,866,1566,1000,2,0
0,36.6383561643836,2,2,0,2,99,0,779,0,1000,2,0
0,25.6739726027397,1,1,0,8,0,0,1,0,500,2,0
0,29.3972602739726,1,2,8,2,99,0,778,1300,1550,1,0
0,22.6219178082192,1,1,0,2,99,0,541,1685,977,2,0
0,48.8493150684931,1,2,81,2,99,0,882,1626,3024,3,0
